TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
"GO:0007611", "learning or memory", 1.81053992887165, null, null, 2.52762990087134, -1.78275187590066, 0.975401727630078, 0.45304623, 50890, True
"GO:0034975", "protein folding in endoplasmic reticulum", 0.0323310701584222, -0.282831779748739, -3.15769633084181, 0.845098040014257, -1.41936958953521, 0.997382028926869, 0.00359298, null, False
"GO:0033002", "muscle cell proliferation", 0.134712792326759, -2.55070228168168, -7.3293347946942, 1.41497334797082, -2.84228732437796, 0.991518265893609, 0.00410676, null, False
"GO:0048659", "smooth muscle cell proliferation", 0.043108093544563, null, null, 0.954242509439325, -1.45476402209457, 0.991792151258458, 0.47128909, 33002, True
"GO:0008333", "endosome to lysosome transport", 0.317922189891152, -6.91048707313509, 0.661267267764979, 1.77815125038364, -2.12553569359262, 0.938462397699163, 0.00449336, null, False
"GO:0099504", "synaptic vesicle cycle", 0.71667205517836, null, null, 2.12710479836481, -1.49093733494161, 0.93335013262319, 0.46777239, 8333, True
"GO:0099003", "vesicle-mediated transport in synapse", 0.781334195495204, null, null, 2.16435285578444, -1.60797325625367, 0.944240481033737, 0.51073555, 8333, True
"GO:0044772", "mitotic cell cycle phase transition", 0.808276753960556, -2.55152525368521, -1.6784417578853, 2.17897694729317, -1.95759847644359, 0.941444898872071, 0.00500539, null, False
"GO:0000910", "cytokinesis", 0.522685634227826, null, null, 1.99122607569249, -1.38127935158861, 0.950612322885706, 0.60624999, 44772, True
"GO:0044770", "cell cycle phase transition", 0.86216187089126, null, null, 2.20682587603185, -2.08853396521554, 0.948578688726341, 0.63794884, 44772, True
"GO:0000082", "G1/S transition of mitotic cell cycle", 0.404138376980278, null, null, 1.88081359228079, -1.71447599568026, 0.944429612701577, 0.91246267, 44772, True
"GO:0044843", "cell cycle G1/S phase transition", 0.414915400366419, null, null, 1.89209460269048, -1.79949978622242, 0.944319994811229, 0.91479343, 44772, True
"GO:0006457", "protein folding", 0.986097639831878, -3.81308638220104, -6.60546083731811, 2.26481782300954, -3.02181948306259, 0.996399285025918, 0.00512997, null, False
"GO:0140694", "non-membrane-bounded organelle assembly", 1.80515141717858, 2.02079432557133, -6.12397868555223, 2.52633927738984, -2.89663900625094, 0.933365886224603, 0.00555, null, False
"GO:0007099", "centriole replication", 0.129324280633689, null, null, 1.39794000867204, -2.54056679904149, 0.900078070626592, 0.57306539, 140694, True
"GO:0098534", "centriole assembly", 0.156266839099041, null, null, 1.47712125471966, -2.3737778219795, 0.928393870747883, 0.79720843, 140694, True
"GO:0051298", "centrosome duplication", 0.188597909257463, null, null, 1.55630250076729, -2.2102299597951, 0.900613306992672, 0.83154505, 140694, True
"GO:0007098", "centrosome cycle", 0.452634982217911, null, null, 1.92941892571429, -1.4665286593127, 0.893621295740793, 0.89562463, 140694, True
"GO:0008283", "cell population proliferation", 3.04989761827783, -4.95063232773683, -5.86547396644733, 2.75358305889291, -2.2102299597951, 0.99588687795166, 0.00597429, null, False
"GO:0006915", "apoptotic process", 3.91205948916909, -4.74496202859846, -3.68654103664316, 2.86153441085904, -3.31605286924849, 0.959777071982354, 0.00619925, null, False
"GO:0097191", "extrinsic apoptotic signaling pathway", 0.495743075762474, null, null, 1.96848294855394, -2.45018999444062, 0.911774797924016, 0.71400447, 6915, True
"GO:0008625", "extrinsic apoptotic signaling pathway via death domain receptors", 0.167043862485182, null, null, 1.50514997831991, -1.64818178573994, 0.920265602328621, 0.71517311, 6915, True
"GO:0097190", "apoptotic signaling pathway", 1.43334411035672, null, null, 2.42651126136458, -1.68692651359374, 0.913484999232702, 0.81526511, 6915, True
"GO:0012501", "programmed cell death", 4.14376549197112, null, null, 2.88649072517248, -3.2580609222708, 0.960031342958765, 0.93274387, 6915, True
"GO:0008219", "cell death", 4.35930595969393, -1.07162009134679, -7.66984725231498, 2.90848501887865, -2.69212930406755, 0.995692777943517, 0.0064302, null, False
"GO:0007017", "microtubule-based process", 4.24075870244638, -1.69219821312675, -5.69818644936025, 2.89652621748956, -2.30197422212684, 0.995708409687007, 0.00651263, null, False
"GO:0043393", "regulation of protein binding", 1.18008406078241, 1.62167668903495, 2.3472710712011, 2.34242268082221, -2.72448986011678, 0.916750315455126, 0.02874242, null, False
"GO:0060249", "anatomical structure homeostasis", 1.49261773898049, 5.85585402556412, -4.25815208181321, 2.44404479591808, -2.07616469670179, 0.963428175843737, 0.02966884, null, False
"GO:0070050", "neuron cellular homeostasis", 0.242483026188167, null, null, 1.66275783168157, -1.3531295551439, 0.966413744094905, 0.42580902, 60249, True
"GO:0051302", "regulation of cell division", 0.937601034594245, -2.80660275051166, -4.09490910841298, 2.24303804868629, -1.30925299918124, 0.963750814600521, 0.04265767, null, False
"GO:0048660", "regulation of smooth muscle cell proliferation", 0.975320616445738, -0.259976993651963, -0.444114018158196, 2.26007138798507, -1.57062704567743, 0.957497943276905, 0.04287576, null, False
"GO:0008284", "positive regulation of cell population proliferation", 5.50705895031792, null, null, 3.00987563371216, -1.3841911327699, 0.894404444227183, 0.5685933, 48660, True
"GO:1902115", "regulation of organelle assembly", 1.25013471279233, -2.25926781214036, 1.05527436218724, 2.36735592102602, -2.54056679904149, 0.910054169646207, 0.04430125, null, False
"GO:0031344", "regulation of cell projection organization", 4.22998167906024, null, null, 2.89542254603941, -1.4721910701047, 0.91149789750211, 0.47058232, 1902115, True
"GO:1902117", "positive regulation of organelle assembly", 0.458023493910982, null, null, 1.93449845124357, -2.50999373675615, 0.88104774215207, 0.56605927, 1902115, True
"GO:0031346", "positive regulation of cell projection organization", 2.36016812156482, null, null, 2.64246452024212, -1.90326735432857, 0.865201606639873, 0.57005975, 1902115, True
"GO:0033044", "regulation of chromosome organization", 1.05614829184179, null, null, 2.29446622616159, -1.77323986067091, 0.914715377116845, 0.58325295, 1902115, True
"GO:2001252", "positive regulation of chromosome organization", 0.501131587455545, null, null, 1.9731278535997, -1.53352092828581, 0.878803623885814, 0.65133327, 1902115, True
"GO:0043254", "regulation of protein-containing complex assembly", 2.26856342278263, null, null, 2.62531245096167, -1.53563367912275, 0.91281030761296, 0.67694208, 1902115, True
"GO:0010638", "positive regulation of organelle organization", 2.79124905701045, null, null, 2.71516735784846, -1.5004746122252, 0.859879042001351, 0.7107104, 1902115, True
"GO:0032204", "regulation of telomere maintenance", 0.458023493910982, null, null, 1.93449845124357, -1.37389989574886, 0.857530380304188, 0.84299852, 1902115, True
"GO:0120035", "regulation of plasma membrane bounded cell projection organization", 4.13298846858498, null, null, 2.88536122003151, -1.49093733494161, 0.907673085832913, 0.87389332, 1902115, True
"GO:2001234", "negative regulation of apoptotic signaling pathway", 1.28246578295075, -5.19427069936442, 5.48435008852363, 2.37839790094814, -2.03292954214739, 0.843476382326361, 0.04445327, null, False
"GO:0043408", "regulation of MAPK cascade", 3.8743399073176, null, null, 2.85733249643127, -1.76553771541894, 0.89717118384697, 0.41703997, 2001234, True
"GO:0060292", "long-term synaptic depression", 0.107770233861407, null, null, 1.32221929473392, -1.82913289528751, 0.904522802621261, 0.43392583, 2001234, True
"GO:0048584", "positive regulation of response to stimulus", 11.7200129324281, null, null, 3.33765889102614, -1.87855424285404, 0.8638642231997, 0.46343016, 2001234, True
"GO:0099171", "presynaptic modulation of chemical synaptic transmission", 0.107770233861407, null, null, 1.32221929473392, -1.4608019644198, 0.932174684253626, 0.50172009, 2001234, True
"GO:0050805", "negative regulation of synaptic transmission", 0.387972841901067, null, null, 1.86332286012046, -1.34065672414261, 0.900227666288079, 0.55361146, 2001234, True
"GO:2001233", "regulation of apoptotic signaling pathway", 2.11768509537666, null, null, 2.59549622182557, -1.51241628377212, 0.86809226014295, 0.56152436, 2001234, True
"GO:0043410", "positive regulation of MAPK cascade", 2.81280310378274, null, null, 2.71850168886727, -1.82512394513919, 0.858031306147567, 0.65515958, 2001234, True
"GO:0009968", "negative regulation of signal transduction", 6.60092682401121, null, null, 3.0884904701824, -3.27164621797877, 0.860977050115903, 0.68632925, 2001234, True
"GO:0009967", "positive regulation of signal transduction", 8.21209182023925, null, null, 3.1832698436828, -2.56461914995324, 0.838871577005851, 0.70821632, 2001234, True
"GO:0042981", "regulation of apoptotic process", 8.1312641448432, null, null, 3.17897694729317, -2.00978172529557, 0.885769851641196, 0.71730235, 2001234, True
"GO:2001237", "negative regulation of extrinsic apoptotic signaling pathway", 0.522685634227826, null, null, 1.99122607569249, -1.67502711276499, 0.855802643352138, 0.78524105, 2001234, True
"GO:1902533", "positive regulation of intracellular signal transduction", 5.24841038905054, null, null, 2.98900461569854, -2.0316318978268, 0.845907145135205, 0.78931804, 2001234, True
"GO:2001236", "regulation of extrinsic apoptotic signaling pathway", 0.85677335919819, null, null, 2.20411998265592, -1.95628728360479, 0.871450378432846, 0.8278096, 2001234, True
"GO:0043066", "negative regulation of apoptotic process", 5.13525164349607, null, null, 2.9795483747041, -1.38127935158861, 0.865345971927783, 0.83328132, 2001234, True
"GO:1902041", "regulation of extrinsic apoptotic signaling pathway via death domain receptors", 0.264037072960448, null, null, 1.69897000433602, -1.60402708574138, 0.883957773299923, 0.84336771, 2001234, True
"GO:0043067", "regulation of programmed cell death", 8.29830800732837, null, null, 3.18780263871842, -1.89960715477801, 0.888628099085803, 0.8650731, 2001234, True
"GO:0043069", "negative regulation of programmed cell death", 5.25379890074361, null, null, 2.98944981766669, -1.4721073080632, 0.866220315985809, 0.90009385, 2001234, True
"GO:0032886", "regulation of microtubule-based process", 1.43873262204979, -6.53359764420952, 4.01036411599379, 2.42813479402879, -1.53563367912275, 0.961843470561799, 0.04515094, null, False
"GO:0007169", "transmembrane receptor protein tyrosine kinase signaling pathway", 2.03146890828753, 4.91027202396651, 1.06799182241535, 2.57749179983723, -3.18309616062434, 0.9268882330039, 0.04738227, null, False
"GO:1905114", "cell surface receptor signaling pathway involved in cell-cell signaling", 1.6542730897726, null, null, 2.48855071650044, -1.36527270462986, 0.928590220463285, 0.51649627, 7169, True
"GO:0007167", "enzyme linked receptor protein signaling pathway", 3.13072529367389, null, null, 2.76492298464989, -1.89839708489394, 0.923051070039011, 0.5612599, 7169, True
"GO:0010564", "regulation of cell cycle process", 3.47559004203039, 3.84350710355435, -2.62126391761144, 2.81023251799508, -3.31425826139774, 0.942612972839046, 0.05133083, null, False
"GO:0032465", "regulation of cytokinesis", 0.474189028990193, null, null, 1.94939000664491, -1.3915998551881, 0.952186038071209, 0.63173444, 10564, True
"GO:0090068", "positive regulation of cell cycle process", 1.28785429464382, null, null, 2.38021124171161, -1.95595988717661, 0.903160461683688, 0.71358294, 10564, True
"GO:0051726", "regulation of cell cycle", 5.44778532169415, 1.89368859320329, -1.70404014832952, 3.00518051250378, -4.62708799702989, 0.954361227347351, 0.05517938, null, False
"GO:0010941", "regulation of cell death", 9.23590904192262, -6.07076961150081, -4.89305626558684, 3.23426412437879, -1.4042316578045, 0.950508273854145, 0.06250453, null, False
"GO:1901652", "response to peptide", 3.40553939002048, 6.13247217141582, 3.48648894076764, 2.80140371001736, -1.34065672414261, 0.985136580080375, 0.1043126, null, False
"GO:0001701", "in utero embryonic development", 2.74275245177282, 2.97748479517854, 6.29047259320713, 2.70757017609794, -1.91295747553536, 0.95100071210623, 0.13844429, null, False
"GO:0006950", "response to stress", 18.2077810108848, 6.36623803217493, 1.99263418541734, 3.52891670027765, -1.59730957459665, 0.983771274044342, 0.1493181, null, False
"GO:0150146", "cell junction disassembly", 0.0592736286237741, 3.68574063852051, -5.90618076746878, 1.07918124604762, -1.84579575573179, 0.960734513491873, 0.16049426, null, False
"GO:0050808", "synapse organization", 1.71893523008945, null, null, 2.50514997831991, -1.71447599568026, 0.948083841989341, 0.60138989, 150146, True
"GO:0033234", "negative regulation of protein sumoylation", 0.0484966052376334, -3.50599245771771, 6.51468566730522, 1, -1.97631206466542, 0.883408835156586, 0.16525893, null, False
"GO:0071495", "cellular response to endogenous stimulus", 6.82185580342709, 7.07524550468452, 1.37892309199311, 3.10277661488344, -1.57062704567743, 0.985918300834024, 0.17295688, null, False
"GO:2000278", "regulation of DNA biosynthetic process", 0.673563961633797, -0.576513062745625, 7.09748914448571, 2.10037054511756, -1.57062704567743, 0.899359939317485, 0.19649238, null, False
"GO:0051962", "positive regulation of nervous system development", 1.86442504580235, -1.51303822781181, 4.08656619712645, 2.54032947479087, -1.45791825117916, 0.916934203346131, 0.20357845, null, False
"GO:0022603", "regulation of anatomical structure morphogenesis", 5.24841038905054, null, null, 2.98900461569854, -1.68188363423742, 0.954896007456737, 0.49260702, 51962, True
"GO:0000165", "MAPK cascade", 0.86216187089126, 4.21538863666072, 0.330313493319757, 2.20682587603185, -2.32716723568694, 0.945213304753446, 0.2063062, null, False
"GO:1903829", "positive regulation of protein localization", 2.57570858928764, -3.05655291926779, 4.39702522451402, 2.68033551341456, -2.12807195212115, 0.909130058793838, 0.21333443, null, False
"GO:1904951", "positive regulation of establishment of protein localization", 1.77820885871322, null, null, 2.51982799377572, -1.60402708574138, 0.913057182811995, 0.74399338, 1903829, True
"GO:0007283", "spermatogenesis", 3.22771850414915, 3.47947439655846, 5.80298588980349, 2.77815125038364, -1.43954128669764, 0.931609959071196, 0.22635019, null, False
"GO:0044703", "multi-organism reproductive process", 6.32072421597155, null, null, 3.0696680969116, -1.90705647702048, 0.974720789605544, 0.70424445, 7283, True
"GO:0007276", "gamete generation", 4.26231274921867, null, null, 2.89872518158949, -1.50743964196053, 0.951856767428219, 0.8577812, 7283, True
"GO:0048232", "male gamete generation", 3.34087724970363, null, null, 2.79309160017658, -1.37001274539914, 0.952554055514147, 0.88428586, 7283, True
"GO:0006836", "neurotransmitter transport", 0.759780148722923, -7.15945585595158, -0.334043540068843, 2.15228834438306, -1.65276903463813, 0.952820665096832, 0.24420267, null, False
"GO:0061061", "muscle structure development", 2.77508352193124, 2.30278866023496, 6.42586284635851, 2.71264970162721, -1.58026312171656, 0.959913400918271, 0.2471171, null, False
"GO:0006835", "dicarboxylic acid transport", 0.387972841901067, -6.73485051137572, -0.857232252603942, 1.86332286012046, -1.35745884689859, 0.948542214620591, 0.24886412, null, False
"GO:0051938", "L-glutamate import", 0.0646621403168445, null, null, 1.11394335230684, -1.4608019644198, 0.955015954604428, 0.65579501, 6835, True
"GO:0098657", "import into cell", 0.975320616445738, -6.16925602115775, -0.251971488330498, 2.26007138798507, -1.35745884689859, 0.951529922122522, 0.27298708, null, False
"GO:0051052", "regulation of DNA metabolic process", 2.17157021230736, -1.20140701167684, 7.08839076562809, 2.60638136511061, -1.32571133905316, 0.892630097066479, 0.28914977, null, False
"GO:0045934", "negative regulation of nucleobase-containing compound metabolic process", 7.93727772389266, null, null, 3.16849748352303, -3.20411998265592, 0.839576011486529, 0.40123877, 51052, True
"GO:0051253", "negative regulation of RNA metabolic process", 7.32298739088264, null, null, 3.13353890837022, -2.38196561255901, 0.840419676454602, 0.69876902, 51052, True
"GO:0044085", "cellular component biogenesis", 13.7514818407156, 2.6913554530048, -6.29225699440625, 3.40705081480425, -1.83195844081461, 0.942342934317, 0.2910425, null, False
"GO:0001505", "regulation of neurotransmitter levels", 1.47106369220821, 5.69984546459379, -4.63840466618035, 2.43775056282039, -1.75892781670511, 0.965640329744806, 0.29150979, null, False
"GO:0048666", "neuron development", 4.90893415238711, 2.85644661282269, 5.7215216954311, 2.95999483832842, -1.65923460627834, 0.912575651377077, 0.29578541, null, False
"GO:0032989", "cellular component morphogenesis", 3.42170492509969, null, null, 2.80345711564841, -1.57062704567743, 0.901320219371319, 0.41270202, 48666, True
"GO:0007420", "brain development", 4.89815712900097, null, null, 2.95904139232109, -1.65276145966173, 0.919063496283215, 0.6013, 48666, True
"GO:0021696", "cerebellar cortex morphogenesis", 0.253260049574308, null, null, 1.68124123737559, -1.39746157120979, 0.926668094736011, 0.6239639, 48666, True
"GO:0007417", "central nervous system development", 6.28839314581313, null, null, 3.06744284277638, -1.31741314315964, 0.924876719084642, 0.62728922, 48666, True
"GO:0048812", "neuron projection morphogenesis", 2.68347882314905, null, null, 2.69810054562339, -1.44980117997381, 0.865844270896334, 0.7922866, 48666, True
"GO:0021537", "telencephalon development", 1.80515141717858, null, null, 2.52633927738984, -1.34065672414261, 0.927889346125919, 0.79826099, 48666, True
"GO:0030182", "neuron differentiation", 6.09440672486259, null, null, 3.05384642685225, -2.43796898100082, 0.910903495695555, 0.81979449, 48666, True
"GO:0032990", "cell part morphogenesis", 2.88824226748572, null, null, 2.72997428569956, -1.50743964196053, 0.889925256617589, 0.91016043, 48666, True
"GO:0048858", "cell projection morphogenesis", 2.74275245177282, null, null, 2.70757017609794, -1.39550150719718, 0.889450125388451, 0.95426159, 48666, True
"GO:0021587", "cerebellum morphogenesis", 0.312533678198082, null, null, 1.77085201164214, -1.37001274539914, 0.925265908612212, 0.9674995, 48666, True
"GO:0120039", "plasma membrane bounded cell projection morphogenesis", 2.71580989330747, null, null, 2.70329137811866, -1.44364583332644, 0.889404104378926, 0.96830211, 48666, True
"GO:0032200", "telomere organization", 0.468800517297123, 1.44145994107932, -6.40774796089003, 1.94448267215017, -1.57351653762509, 0.938721517162236, 0.30927399, null, False
"GO:1901700", "response to oxygen-containing compound", 11.0572259941804, 6.18618141056151, 2.87707375615138, 3.31238894937059, -1.48489805882398, 0.982839724658932, 0.31164038, null, False
"GO:0043113", "receptor clustering", 0.317922189891152, -6.66983516315899, 1.37432363769692, 1.77815125038364, -2.00932023798249, 0.942206091142411, 0.31440709, null, False
"GO:0033365", "protein localization to organelle", 3.66418795128785, null, null, 2.83314711191279, -1.98786563586689, 0.924735845128318, 0.52778657, 43113, True
"GO:0034504", "protein localization to nucleus", 0.980709128138808, null, null, 2.26245108973043, -1.53563367912275, 0.935208377318879, 0.60274803, 43113, True
"GO:0046907", "intracellular transport", 7.01045371268456, null, null, 3.11461098423217, -4.39577394691553, 0.917909689928983, 0.60633538, 43113, True
"GO:0045184", "establishment of protein localization", 6.30455868089234, null, null, 3.06855689507236, -3.65757731917779, 0.9267126130784, 0.68231641, 43113, True
"GO:0015031", "protein transport", 5.7657075115853, null, null, 3.02978947083186, -3.22184874961636, 0.921489027758342, 0.73738153, 43113, True
"GO:0032446", "protein modification by small protein conjugation", 3.51869813557495, 6.7110300295476, -1.66456132692961, 2.81557774832427, -3.04000516167158, 0.916933562450281, 0.3147084, null, False
"GO:0018105", "peptidyl-serine phosphorylation", 1.01304019829723, null, null, 2.27646180417324, -2.96910814833327, 0.920647005025591, 0.42772642, 32446, True
"GO:0019919", "peptidyl-arginine methylation, to asymmetrical-dimethyl arginine", 0.0269425584653519, null, null, 0.778151250383644, -1.41936958953521, 0.941349166175258, 0.45395596, 32446, True
"GO:0018401", "peptidyl-proline hydroxylation to 4-hydroxy-L-proline", 0.0646621403168445, null, null, 1.11394335230684, -1.57062704567743, 0.937378538892255, 0.48725233, 32446, True
"GO:0070647", "protein modification by small protein conjugation or removal", 4.29464381937709, null, null, 2.90200289135073, -2.20545737369206, 0.922704492599765, 0.52284956, 32446, True
"GO:0016925", "protein sumoylation", 0.177820885871322, null, null, 1.53147891704226, -1.55511891498654, 0.925399747144716, 0.62249071, 32446, True
"GO:0018209", "peptidyl-serine modification", 1.15314150231706, null, null, 2.33243845991561, -2.95378587179367, 0.919652263270629, 0.64228536, 32446, True
"GO:0018205", "peptidyl-lysine modification", 1.62194201961418, null, null, 2.48000694295715, -2.02203197856571, 0.916923961228008, 0.6775015, 32446, True
"GO:0016567", "protein ubiquitination", 3.28699213277293, null, null, 2.78604121024255, -2.07110791189931, 0.917024898554695, 0.89100608, 32446, True
"GO:0051953", "negative regulation of amine transport", 0.210151956029745, -4.58161413073807, 4.56939181299209, 1.60205999132796, -1.53563367912275, 0.944858246122572, 0.31803831, null, False
"GO:0048284", "organelle fusion", 0.619678844703093, 1.73856062349273, -6.91521976567719, 2.06445798922692, -1.67448435716117, 0.946388069164394, 0.31875877, null, False
"GO:0071705", "nitrogen compound transport", 7.82411897833818, -6.69594167862222, 0.01343775803388, 3.16226561429802, -3.20411998265592, 0.937515970997581, 0.36167171, null, False
"GO:0016192", "vesicle-mediated transport", 6.83263282681323, null, null, 3.1034616220947, -2.95548258204643, 0.934739313114043, 0.49625584, 71705, True
"GO:0007005", "mitochondrion organization", 2.36016812156482, 2.1945141678819, -6.62145601807338, 2.64246452024212, -1.91295747553536, 0.9386028194698, 0.3736839, null, False
"GO:0009896", "positive regulation of catabolic process", 2.68347882314905, -1.3820648298276, 5.65268415539931, 2.69810054562339, -1.69677533626325, 0.866236674331341, 0.37843617, null, False
"GO:0031331", "positive regulation of cellular catabolic process", 2.3278370514064, null, null, 2.63648789635337, -1.46264267318745, 0.854471711818894, 0.76948439, 9896, True
"GO:0051640", "organelle localization", 2.67270179976291, -6.45371796409164, 0.860231360689102, 2.69635638873333, -1.94332946421065, 0.938664945515049, 0.38582185, null, False
"GO:0051347", "positive regulation of transferase activity", 3.03912059489169, 1.31357934814465, 1.97058661302575, 2.75204844781944, -2.72277138980541, 0.876052013681709, 0.38762949, null, False
"GO:0051098", "regulation of binding", 2.1284621187628, null, null, 2.59769518592551, -1.69677533626325, 0.910924721245589, 0.41876359, 51347, True
"GO:0051090", "regulation of DNA-binding transcription factor activity", 2.26317491108956, null, null, 2.62428209583567, -1.55983723931085, 0.854032567209691, 0.42229272, 51347, True
"GO:2000112", "regulation of cellular macromolecule biosynthetic process", 20.0991486151525, null, null, 3.57182524904083, -2.54423708294073, 0.861613515015852, 0.47155847, 51347, True
"GO:2000116", "regulation of cysteine-type endopeptidase activity", 1.30401982972303, null, null, 2.38560627359831, -2.0316318978268, 0.838271758912853, 0.47237381, 51347, True
"GO:0051091", "positive regulation of DNA-binding transcription factor activity", 1.41179006358444, null, null, 2.41995574848976, -2.664872409055, 0.848104428761705, 0.59637471, 51347, True
"GO:0043506", "regulation of JUN kinase activity", 0.366418795128785, null, null, 1.83884909073726, -1.60402708574138, 0.836685090100818, 0.64111689, 51347, True
"GO:0043085", "positive regulation of catalytic activity", 5.91658583899127, null, null, 3.04099769242349, -3.9100948885606, 0.879477870087372, 0.73156602, 51347, True
"GO:0045862", "positive regulation of proteolysis", 1.9829723030499, null, null, 2.56702636615906, -1.49093733494161, 0.815120867598812, 0.73242343, 51347, True
"GO:0071900", "regulation of protein serine/threonine kinase activity", 1.95602974458455, null, null, 2.56110138364906, -1.34675148952944, 0.804032623787689, 0.7856813, 51347, True
"GO:0051092", "positive regulation of NF-kappaB transcription factor activity", 0.802888242267486, null, null, 2.17609125905568, -2.77711400505539, 0.857227569092884, 0.81511382, 51347, True
"GO:0043281", "regulation of cysteine-type endopeptidase activity involved in apoptotic process", 1.16930703739627, null, null, 2.3384564936046, -1.62424397800523, 0.837197875730192, 0.82004288, 51347, True
"GO:0043154", "negative regulation of cysteine-type endopeptidase activity involved in apoptotic process", 0.458023493910982, null, null, 1.93449845124357, -1.69373563750596, 0.78398683387315, 0.87101791, 51347, True
"GO:2000117", "negative regulation of cysteine-type endopeptidase activity", 0.495743075762474, null, null, 1.96848294855394, -1.54713643915325, 0.823543337726572, 0.87808358, 51347, True
"GO:0006511", "ubiquitin-dependent protein catabolic process", 2.78586054531738, 7.01387372104003, -1.51113179242595, 2.71432975974523, -1.3841911327699, 0.921620191987974, 0.39337109, null, False
"GO:0051603", "proteolysis involved in cellular protein catabolic process", 3.292380644466, null, null, 2.78675142214556, -1.52204497690706, 0.920223190202413, 0.92916689, 6511, True
"GO:0044257", "cellular protein catabolic process", 3.45403599525811, null, null, 2.80753502806885, -1.44220934804752, 0.920125570839715, 0.93047958, 6511, True
