TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
"GO:0002262", "myeloid cell homeostasis", 0.749348392701998, 1.59509719694731, 5.71689024805677, 2.14301480025409, -1.41701038407935, 0.924190892305858, 0.26561823, null, False
"GO:0030218", "erythrocyte differentiation", 0.537576020851434, null, null, 2, -1.30207710757668, 0.900444408574961, 0.81328993, 2262, True
"GO:0043271", "negative regulation of ion transport", 0.950260642919201, 6.55843354212863, 0.966261513701384, 2.24551266781415, -1.39566441480752, 0.892306952978324, 0.29461601, null, False
"GO:0032006", "regulation of TOR signaling", 0.559296264118158, -1.16545010011135, 5.99404976851131, 2.01703333929878, -1.35987916717877, 0.953185309914637, 0.30089671, null, False
"GO:0006464", "cellular protein modification process", 13.7706342311034, -5.96965794379238, -3.38931125545773, 3.40432046722173, -1.65717197605473, 0.881018855985342, 0.31872691, null, False
"GO:0036211", "protein modification process", 13.7706342311034, null, null, 3.40432046722173, -1.65717197605473, 0.885963384834776, 0.82030091, 6464, True
"GO:0006996", "organelle organization", 17.9517810599479, 4.51152518769451, 3.83037090831747, 3.5194341949137, -1.49028956956666, 0.967688652156017, 0.33777147, null, False
"GO:0042592", "homeostatic process", 9.03562119895743, 1.12181067625689, 5.61530368640565, 3.22141423784234, -1.4257023887722, 0.925841133199375, 0.36373389, null, False
"GO:0043412", "macromolecule modification", 14.8186359687228, -5.39502482627426, -3.39119034182834, 3.43616264704076, -1.68667871033218, 0.898432874989878, 0.4116884, null, False
"GO:0043170", "macromolecule metabolic process", 31.2065595134666, -4.97613489606327, -4.08341435030283, 3.75951675946219, -1.39566441480752, 0.895020695390714, 0.43654888, null, False
"GO:0009893", "positive regulation of metabolic process", 20.2541268462207, 4.48402544386793, -4.67115866634616, 3.57182524904083, -1.84167807411026, 0.82241769349976, 0.44360993, null, False
"GO:0044085", "cellular component biogenesis", 13.4068201563858, 4.55572748655109, 4.20313866348198, 3.39269695325967, -1.30207710757668, 0.96909945661629, 0.45858027, null, False
"GO:0090088", "regulation of oligopeptide transport", 0.0108601216333623, 6.78896400947575, 0.455596377386174, 0.477121254719662, -1.39566441480752, 0.88774408434, 0.46418234, null, False
"GO:0044260", "cellular macromolecule metabolic process", 24.6144656820156, -5.7359289243483, -3.84034118343645, 3.6564815157905, -1.40965987673957, 0.880828458223255, 0.4839017, null, False
"GO:0031323", "regulation of cellular metabolic process", 31.4943527367507, 3.44618171527738, -5.48815920499609, 3.7635028654676, -1.52728326777873, 0.836180264179506, 0.4911588, null, False
"GO:0071704", "organic substance metabolic process", 40.4268027801911, -5.52073227022111, -4.51654693475944, 3.87192303188237, -1.52728326777873, 0.892125150445541, 0.49437677, null, False
"GO:0044237", "cellular metabolic process", 38.5425716768028, -4.95457421257454, -4.53151363844056, 3.85119717617416, -1.4257023887722, 0.890332103069457, 0.51966968, null, False
"GO:0048522", "positive regulation of cellular process", 30.9079061685491, 5.24483077744265, -3.26922663383444, 3.75534118381155, -1.58284257399048, 0.855619229438608, 0.52483681, null, False
"GO:0060255", "regulation of macromolecule metabolic process", 32.6455256298871, 3.24541538250323, -5.29041849284312, 3.7790912038455, -1.41701038407935, 0.837599015351712, 0.59422359, null, False
